Period;Day_type;Zone;Home_Zone;Activity_Zone;PresenceType;Social-professional groups;Volume
202004;WE;Kinshasa;Kongo-Central;Kinshasa;Nuit;NR;315
202004;WE;Kinshasa;Kongo-Central;Kongo-Central;Jour;NR;5866
202004;WE;Kinshasa;Kongo-Central;Kongo-Central;Nuit;NR;5120
202004;WE;Kongo-Central;Hors_Zone;Hors_Zone;Jour;NR;105274
202004;WE;Kongo-Central;Hors_Zone;Hors_Zone;Nuit;NR;54064
202004;WE;Kongo-Central;Hors_Zone;Kinshasa;Jour;NR;36
202004;WE;Kongo-Central;Hors_Zone;Kongo-Central;Jour;NR;96475
202004;WE;Kongo-Central;Hors_Zone;Kongo-Central;Nuit;NR;28712
202004;WE;Kongo-Central;Kinshasa;Hors_Zone;Jour;NR;127
202004;WE;Kongo-Central;Kinshasa;Hors_Zone;Nuit;NR;41
202004;WE;Kongo-Central;Kinshasa;Kinshasa;Jour;NR;3916
202004;WE;Kongo-Central;Kinshasa;Kinshasa;Nuit;NR;3478
202004;WE;Kongo-Central;Kinshasa;Kongo-Central;Jour;NR;633
202004;WE;Kongo-Central;Kinshasa;Kongo-Central;Nuit;NR;515
202004;WE;Kongo-Central;Kongo-Central;Hors_Zone;Jour;NR;13562
202004;WE;Kongo-Central;Kongo-Central;Hors_Zone;Nuit;NR;16664
202004;WE;Kongo-Central;Kongo-Central;Kinshasa;Jour;NR;263
202004;WE;Kongo-Central;Kongo-Central;Kinshasa;Nuit;NR;378
202004;WE;Kongo-Central;Kongo-Central;Kongo-Central;Jour;NR;1542305
202004;WE;Kongo-Central;Kongo-Central;Kongo-Central;Nuit;NR;1346894
202004;WE;Kwango;Hors_Zone;Hors_Zone;Jour;NR;277
202004;WE;Kwango;Hors_Zone;Hors_Zone;Nuit;NR;121
202004;WE;Kwango;Hors_Zone;Kwango;Jour;NR;41
202004;WE;Kwilu;Hors_Zone;Hors_Zone;Jour;NR;2683
202004;WE;Kwilu;Hors_Zone;Hors_Zone;Nuit;NR;842
202004;WE;Kwilu;Hors_Zone;Kwilu;Jour;NR;1275
202004;WE;Kwilu;Hors_Zone;Kwilu;Nuit;NR;195
202004;WE;Kwilu;Kwilu;Hors_Zone;Jour;NR;40
202004;WE;Kwilu;Kwilu;Hors_Zone;Nuit;NR;40
202004;WE;Kwilu;Kwilu;Kwilu;Jour;NR;451
202004;WE;Kwilu;Kwilu;Kwilu;Nuit;NR;365
202004;WE;Lomami;Hors_Zone;Hors_Zone;Jour;NR;12873
202004;WE;Lomami;Hors_Zone;Hors_Zone;Nuit;NR;4430
202004;WE;Lomami;Hors_Zone;Kasai-Oriental;Jour;NR;123
202004;WE;Lomami;Hors_Zone;Kasai-Oriental;Nuit;NR;78
202004;WE;Lomami;Hors_Zone;Lomami;Jour;NR;5117
202004;WE;Lomami;Hors_Zone;Lomami;Nuit;NR;1593
202004;WE;Lomami;Kasai-Oriental;Kasai-Oriental;Jour;NR;172
202004;WE;Lomami;Kasai-Oriental;Kasai-Oriental;Nuit;NR;127
202004;WE;Lomami;Kasai-Oriental;Lomami;Jour;NR;78
202004;WE;Lomami;Kasai-Oriental;Lomami;Nuit;NR;38
202004;WE;Lomami;Lomami;Hors_Zone;Jour;NR;744
202004;WE;Lomami;Lomami;Hors_Zone;Nuit;NR;901
202004;WE;Lomami;Lomami;Kasai-Oriental;Jour;NR;73
202004;WE;Lomami;Lomami;Kasai-Oriental;Nuit;NR;73
202004;WE;Lomami;Lomami;Lomami;Jour;NR;6372
202004;WE;Lomami;Lomami;Lomami;Nuit;NR;6260
202004;WE;Lualaba;Haut-Katanga;Haut-Katanga;Jour;NR;1150
202004;WE;Lualaba;Haut-Katanga;Haut-Katanga;Nuit;NR;990
202004;WE;Lualaba;Haut-Katanga;Lualaba;Jour;NR;356
202004;WE;Lualaba;Haut-Katanga;Lualaba;Nuit;NR;119
202004;WE;Lualaba;Hors_Zone;Haut-Katanga;Jour;NR;401
202004;WE;Lualaba;Hors_Zone;Haut-Katanga;Nuit;NR;279
202004;WE;Lualaba;Hors_Zone;Hors_Zone;Jour;NR;19514
202004;WE;Lualaba;Hors_Zone;Hors_Zone;Nuit;NR;7607
202004;WE;Lualaba;Hors_Zone;Lualaba;Jour;NR;16034
202004;WE;Lualaba;Hors_Zone;Lualaba;Nuit;NR;4869
202004;WE;Lualaba;Lualaba;Haut-Katanga;Jour;NR;189
202004;WE;Lualaba;Lualaba;Haut-Katanga;Nuit;NR;189
202004;WE;Lualaba;Lualaba;Hors_Zone;Jour;NR;903
202004;WE;Lualaba;Lualaba;Hors_Zone;Nuit;NR;1119
202004;WE;Lualaba;Lualaba;Lualaba;Jour;NR;77453
202004;WE;Lualaba;Lualaba;Lualaba;Nuit;NR;74584
202004;WE;Mai-Ndombe;Hors_Zone;Hors_Zone;Jour;NR;1164
202004;WE;Mai-Ndombe;Hors_Zone;Hors_Zone;Nuit;NR;566
202004;WE;Mai-Ndombe;Hors_Zone;Mai-Ndombe;Jour;NR;45
202004;WE;Mai-Ndombe;Mai-Ndombe;Hors_Zone;Jour;NR;45
202004;WE;Mai-Ndombe;Mai-Ndombe;Hors_Zone;Nuit;NR;86
202004;WE;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Jour;NR;167
202004;WE;Mai-Ndombe;Mai-Ndombe;Mai-Ndombe;Nuit;NR;81
202004;WE;Maniema;Hors_Zone;Hors_Zone;Jour;NR;709
202004;WE;Maniema;Hors_Zone;Hors_Zone;Nuit;NR;310
202004;WE;Maniema;Hors_Zone;Maniema;Jour;NR;744
202004;WE;Maniema;Hors_Zone;Maniema;Nuit;NR;172
202004;WE;Maniema;Maniema;Hors_Zone;Jour;NR;41
202004;WE;Maniema;Maniema;Hors_Zone;Nuit;NR;86
202004;WE;Maniema;Maniema;Maniema;Jour;NR;523
202004;WE;Maniema;Maniema;Maniema;Nuit;NR;361
202004;WE;Mongala;Hors_Zone;Hors_Zone;Jour;NR;1118
202004;WE;Mongala;Hors_Zone;Hors_Zone;Nuit;NR;516
202004;WE;Mongala;Hors_Zone;Mongala;Jour;NR;328
202004;WE;Mongala;Hors_Zone;Mongala;Nuit;NR;165
202004;WE;Mongala;Mongala;Mongala;Jour;NR;480
202004;WE;Mongala;Mongala;Mongala;Nuit;NR;360
202004;WE;Nord-Kivu;Hors_Zone;Hors_Zone;Jour;NR;30414
202004;WE;Nord-Kivu;Hors_Zone;Hors_Zone;Nuit;NR;10382
202004;WE;Nord-Kivu;Hors_Zone;Nord-Kivu;Jour;NR;23089
202004;WE;Nord-Kivu;Hors_Zone;Nord-Kivu;Nuit;NR;5786
202004;WE;Nord-Kivu;Hors_Zone;Sud-Kivu;Jour;NR;38
202004;WE;Nord-Kivu;Nord-Kivu;Hors_Zone;Jour;NR;1722
202004;WE;Nord-Kivu;Nord-Kivu;Hors_Zone;Nuit;NR;2342
202004;WE;Nord-Kivu;Nord-Kivu;Nord-Kivu;Jour;NR;28369
202004;WE;Nord-Kivu;Nord-Kivu;Nord-Kivu;Nuit;NR;21529
202004;WE;Nord-Kivu;Sud-Kivu;Hors_Zone;Jour;NR;37
202004;WE;Nord-Kivu;Sud-Kivu;Sud-Kivu;Jour;NR;40
202004;WE;Nord-Ubangi;Hors_Zone;Hors_Zone;Jour;NR;725
202004;WE;Nord-Ubangi;Hors_Zone;Hors_Zone;Nuit;NR;241
202004;WE;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Jour;NR;328
202004;WE;Nord-Ubangi;Hors_Zone;Nord-Ubangi;Nuit;NR;119
202004;WE;Nord-Ubangi;Nord-Ubangi;Nord-Ubangi;Jour;NR;254
202004;WE;Nord-Ubangi;Nord-Ubangi;Nord-Ubangi;Nuit;NR;79
202004;WE;Sankuru;Hors_Zone;Hors_Zone;Jour;NR;643
202004;WE;Sankuru;Hors_Zone;Hors_Zone;Nuit;NR;282
202004;WE;Sankuru;Hors_Zone;Sankuru;Jour;NR;76
202004;WE;Sankuru;Hors_Zone;Sankuru;Nuit;NR;36
202004;WE;Sud-Kivu;Hors_Zone;Hors_Zone;Jour;NR;30196
202004;WE;Sud-Kivu;Hors_Zone;Hors_Zone;Nuit;NR;11597
202004;WE;Sud-Kivu;Hors_Zone;Sud-Kivu;Jour;NR;17898
202004;WE;Sud-Kivu;Hors_Zone;Sud-Kivu;Nuit;NR;5550
202004;WE;Sud-Kivu;Nord-Kivu;Nord-Kivu;Jour;NR;119
202004;WE;Sud-Kivu;Nord-Kivu;Nord-Kivu;Nuit;NR;38
202004;WE;Sud-Kivu;Sud-Kivu;Hors_Zone;Jour;NR;1951
202004;WE;Sud-Kivu;Sud-Kivu;Hors_Zone;Nuit;NR;2302
202004;WE;Sud-Kivu;Sud-Kivu;Sud-Kivu;Jour;NR;24978
202004;WE;Sud-Kivu;Sud-Kivu;Sud-Kivu;Nuit;NR;19524
202004;WE;Sud-Ubangi;Hors_Zone;Hors_Zone;Jour;NR;1134
202004;WE;Sud-Ubangi;Hors_Zone;Hors_Zone;Nuit;NR;244
202004;WE;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Jour;NR;118
202004;WE;Sud-Ubangi;Hors_Zone;Sud-Ubangi;Nuit;NR;80
202004;WE;Sud-Ubangi;Sud-Ubangi;Hors_Zone;Jour;NR;79
202004;WE;Sud-Ubangi;Sud-Ubangi;Hors_Zone;Nuit;NR;79
202004;WE;Sud-Ubangi;Sud-Ubangi;Sud-Ubangi;Jour;NR;245
202004;WE;Sud-Ubangi;Sud-Ubangi;Sud-Ubangi;Nuit;NR;127
202004;WE;Tanganyika;Hors_Zone;Hors_Zone;Jour;NR;2598
202004;WE;Tanganyika;Hors_Zone;Hors_Zone;Nuit;NR;650
202004;WE;Tanganyika;Hors_Zone;Tanganyika;Jour;NR;1016
202004;WE;Tanganyika;Hors_Zone;Tanganyika;Nuit;NR;37
202004;WE;Tanganyika;Tanganyika;Hors_Zone;Jour;NR;40
202004;WE;Tanganyika;Tanganyika;Hors_Zone;Nuit;NR;40
202004;WE;Tanganyika;Tanganyika;Tanganyika;Jour;NR;456
202004;WE;Tanganyika;Tanganyika;Tanganyika;Nuit;NR;245
202004;WE;Tshopo;Hors_Zone;Hors_Zone;Jour;NR;10012
202004;WE;Tshopo;Hors_Zone;Hors_Zone;Nuit;NR;4503
202004;WE;Tshopo;Hors_Zone;Tshopo;Jour;NR;7396
202004;WE;Tshopo;Hors_Zone;Tshopo;Nuit;NR;2025
202004;WE;Tshopo;Tshopo;Hors_Zone;Jour;NR;1045
202004;WE;Tshopo;Tshopo;Hors_Zone;Nuit;NR;1044
202004;WE;Tshopo;Tshopo;Tshopo;Jour;NR;10000
202004;WE;Tshopo;Tshopo;Tshopo;Nuit;NR;7795
202004;WE;Tshuapa;Hors_Zone;Hors_Zone;Jour;NR;160
202004;WE;Tshuapa;Hors_Zone;Hors_Zone;Nuit;NR;119
202004;WE;Tshuapa;Hors_Zone;Tshuapa;Jour;NR;127
202004;WE;Tshuapa;Tshuapa;Tshuapa;Jour;NR;86
202004;WE;Tshuapa;Tshuapa;Tshuapa;Nuit;NR;86
